Name,Sector,Sub-Sector,Market Cap,Return on Equity,ROCE,Cash Flow Margin,EBITDA Margin,Net Profit Margin,Return on Assets,Asset Turnover Ratio,Working Capital Turnover Ratio,Current Ratio,Debt to Equity,PE Ratio,PB Ratio,Sector PE,Sector PB,PS Ratio,Sector Dividend Yield,Return on Investment,MF Holding Change 3M,MF Holding Change 6M,FII Holding Change 3M,FII Holding Change 6M,DII Holding Change 3M,DII Holding Change 6M,EPS (Q),Dividend Per Share,Debt to Equity ,Debt to Asset,R1,R2
Cinevista Ltd,Communication Services,Telecom Services,104.07,-8.74,-3.36,-1445.98,-397.7,-863.22,-4.25,0,-0.05,0.28,0.29,-13.86,1.27,-155.52,14.73,119.63,0.37,-4.21,0,0,0,0,0,0,-0.27,0,0.29,0.14,0,0
Quadrant Televentures Ltd,Communication Services,Movies & TV Serials,97.35,,-0.71,13.21,13.43,-41.6,-77.48,1.86,-0.18,0.02,,-0.85,-0.04,-155.52,14.73,0.36,0.37,-,0,0,0,0,0,0,-0.49,0,-0.71,12.68,0,2
Pritish Nandy Communications Ltd,Communication Services,Movies & TV Serials,89.88,3.3,2.89,3.58,4.81,4.15,2.53,0.61,1,5.77,0.02,37.14,1.21,-155.52,14.73,1.54,0.37,3.33,0,0,0,-0.01,0,-0.28,0.26,0,0.02,0.01,0,1
Radiowalla Network Ltd,Communication Services,Cable & D2H,75.56,54.99,0,7.91,-,,15.24,0,0,1.46,0.31,-,22.55,-155.52,14.73,-,0.37,26.82,-,-,-,-,-,-,-,-,0.31,0.13,0,2
Siti Networks Ltd,Communication Services,Radio,75,,20.44,13.13,9.17,-13.24,-18.27,0.91,-0.96,0.27,,-0.41,-0.1,-155.52,14.73,0.05,0.37,-,0,0,0,0,0,0,0.11,0,-1.26,0.65,0,2
DSJ Keep Learning Ltd,Communication Services,TV Channels & Broadcasters,72.41,140.43,21.84,18.03,15.25,5.08,6.65,1.31,4.75,1.58,9.58,219.41,219.41,-155.52,14.73,11.16,0.37,15.76,0,0,0,0,0,-0.62,0.01,0,9.58,0.57,1,1
TV Vision Ltd,Communication Services,Publishing,69.16,,19.78,-10.82,-9.79,-40.12,-28.48,0.71,-0.37,0.14,,-2.91,-0.59,-155.52,14.73,1.17,0.37,-,0,0,0,0,0.02,0.02,-1.36,0,-0.05,0.08,0,2
GV Films Ltd,Communication Services,Movies & TV Serials,68.6,-4.72,-3.72,126.95,-69.14,-53.09,-1.48,0.01,-0.13,0.85,0.75,-159.53,3.28,-155.52,14.73,84.69,0.37,-0.79,0,0,0,0,0,0,-0.01,0,0.75,0.23,1,0
Punjab Communications Ltd,Communication Services,Advertising,63.06,-58.93,46.57,-123.1,28.94,27.07,-15.25,0.37,2.66,1.07,0,6.21,3.38,-155.52,14.73,1.68,0.37,-83.64,0,0,0,0,0,0,-1.11,0,0,0,0,2
Innovatus Entertainment Networks Ltd,Communication Services,Advertising,62.21,7.09,6.88,-22.78,5.37,3.21,4.58,1.43,2.47,2.65,0,97.2,4.71,-155.52,14.73,3.12,0.37,4.84,0,0,0,0,0,0,-,0,0,0,0,1
Thinking Hats Entertainment Solutions Ltd,Communication Services,Telecom Equipments,59.19,36.94,40.73,5.43,18.99,11.57,16.01,1.38,3.58,1.84,0.49,19.16,5.38,-155.52,14.73,2.22,0.37,22.45,-,-,-,-,-,-,-,0,0.49,0.23,0,2
Vels Film International Ltd,Communication Services,Movies & TV Serials,58.09,-116.02,-59.84,53.65,-66.65,-91.6,-17.07,0.19,-2.49,0.66,14.77,-1.59,5.86,-155.52,14.73,1.46,0.37,-18.91,-,0,-,0,-,0.27,-,0,14.77,0.61,0,0
Mediaone Global Entertainment Ltd,Communication Services,Movies & TV Serials,57.28,,9.29,-8.98,25.83,18.87,8.3,0.44,2.96,1.97,,15.31,-1.65,-155.52,14.73,2.89,0.37,-,0,0,0,0,0,-0.14,2.56,0,-0.99,0.68,0,2
Shalimar Productions Ltd,Communication Services,Publishing,57.09,0.06,0.09,27.75,8.61,2.87,0.06,0.02,0.07,31.03,0.01,951.52,0.56,-155.52,14.73,27.32,0.37,0.06,0,0,0,0,0,0,0,0,0.01,0.01,0,0
Diligent Media Corporation Ltd,Communication Services,Movies & TV Serials,56.26,123.87,99.88,-3.05,89.83,68.64,48.14,0.7,-5.56,1.59,0,0.41,0.31,-155.52,14.73,0.28,0.37,76.57,0,0,0,-0.52,0,0,0.21,0,0,0,0,2
Alan Scott Enterprises Ltd,Communication Services,Movies & TV Serials,47.98,-159.9,-11.16,-26.13,2.52,-26.81,-16.69,0.62,27.36,1.13,2.94,-15.04,16.37,-155.52,14.73,4.03,0.37,-15.67,0,0,0,0,0,0,-2.2,0,2.94,0.31,0,0
Next Mediaworks Ltd,Communication Services,Telecom Equipments,46.49,,-26.82,4.18,-22.32,-51.83,-25.97,0.5,2.68,2.59,,-2.1,-0.32,-155.52,14.73,1.09,0.37,-,0,0,0,0,0,0,-0.68,0,-1.47,2.7,0,2
Tamilnadu Telecommunication Ltd,Communication Services,Radio,44.68,,2.69,-2700,-12233.33,-48733.33,-71.18,0,0,0.07,,-3.06,-0.27,-155.52,14.73,1489.2,0.37,-,0,0,0,-7.18,0,0,-0.71,0,-0.2,1.63,0,2
Innokaiz India Ltd,Communication Services,Publishing,43.96,5.59,6.6,-19.53,5.75,2.68,3,1.12,2.56,2.89,0.39,20.93,0.92,-155.52,14.73,0.56,0.37,5.18,-,0,-,0,-,0,3.1,0,0.39,0.22,0,1
Cyber Media (India) Ltd,Communication Services,Movies & TV Serials,43.84,53.13,45.12,-0.58,6.13,1.34,3.54,2.63,20.66,1.15,2.58,31.31,10.88,-155.52,14.73,0.42,0.37,16.29,0,0,0,-0.02,0,0,-0.09,0,2.58,0.24,0,2
Picturehouse Media Ltd,Communication Services,Advertising,43.73,,2.5,364.61,74.05,-10.75,-0.5,0.05,0.07,4.28,,-53.33,-0.67,-155.52,14.73,5.73,0.37,-,0,0,0,0,0,0,-0.05,0,-3.82,0.86,1,0
Inspire Films Ltd,Communication Services,Movies & TV Serials,42.8,38.17,25.69,-48.49,19.02,8.44,11.2,0.84,3.62,1.61,0.69,16.65,3.26,-155.52,14.73,1.41,0.37,22.73,-,0,-,-0.82,-,-6.53,-,0,0.69,0.22,0,2
Brandbucket Media & Technology Ltd,Communication Services,Advertising,41.74,,1.43,-68,6.02,2.48,,0.62,-,2.15,0,49.11,0.53,-155.52,14.73,1.22,0.37,1.07,0,0,0,0,0,0,-,0,0,0,1,0
Orient Tradelink Ltd,Communication Services,Publishing,38.51,1.36,5.46,-0.88,19.89,1.87,0.52,0.28,-0.76,0.2,0.26,226.54,3.06,-155.52,14.73,4.23,0.37,1.89,0,0,0,0,0,0,0.45,0,0.26,0.11,1,0
Veritaas Advertising Ltd,Communication Services,Movies & TV Serials,38.39,74.89,56.17,22.1,29.54,16.41,22.47,1.37,23.82,1.06,0.59,22.58,10.49,-155.52,14.73,3.71,0.37,33.62,0,-,6.59,-,-6.28,-,-,0,0.59,0.22,0,2
Jupiter Infomedia Ltd,Communication Services,Publishing,38.39,19.53,33.49,38.35,69.57,33.09,18.46,0.56,2.45,8.38,0,7.02,1.18,-155.52,14.73,2.32,0.37,16.8,0,0,0,0,0,0,2.48,0,0,0,0,2
Infomedia Press Ltd,Communication Services,Advertising,38.15,,-12.04,-4600,-5250,-19350,-40.61,0,-0.22,0.83,,-9.86,-0.7,-155.52,14.73,1907.38,0.37,-,0,0,0,0,-0.2,-0.2,-0.18,0,-0.68,3.83,1,0
Uniinfo Telecom Services Ltd,Communication Services,Telecom Services,36.28,1.64,2.84,5.99,3.89,1.08,1.34,1.24,1.94,8.69,0.04,67.19,1.09,-155.52,14.73,0.72,0.37,2.91,0,0,0,0,0,0,-0.44,0,0.04,0.04,0,0
Colorchips New Media Ltd,Communication Services,Movies & TV Serials,32.85,-2.57,-2.77,127.03,29.73,-208.11,-2.53,0.01,-2.31,0.56,0,-42.66,1.11,-155.52,14.73,88.77,0.37,-2.6,0,0,0,0,0,0,-0.23,0,0,0,1,0
VR Films & Studios Ltd,Communication Services,TV Channels & Broadcasters,31.91,-5.14,-0.38,4.75,7.52,-4.83,-2.35,0.49,1.15,1.7,0.87,-52.31,2.77,-155.52,14.73,2.52,0.37,0.42,0,0,0,0,0,0,-0.77,0.3,0.87,0.36,1,0
Sadhna Broadcast Ltd,Communication Services,Movies & TV Serials,31.88,2.33,2.8,4.24,5.85,2.19,1.3,0.59,4.5,1.38,0.17,93.78,2.12,-155.52,14.73,2.05,0.37,2,0,0,0,0,0,0,0.01,0,0.17,0.1,0,0
Janus Corporation Ltd,Communication Services,Advertising,28.02,1.32,3.39,3.24,1.75,0.95,1.05,2.07,4.93,2.55,0,75.74,1.84,-155.52,14.73,0.72,0.37,1.31,0,0,0,0,0,0,-,0,0,0,0,0
Shyam Telecom Ltd,Communication Services,Telecom Equipments,23.79,,11.14,100,-1725,-1962.5,-14.85,0.01,-0.01,0.38,,-7.58,-0.91,-155.52,14.73,148.69,0.37,-,0,0,0,0,0,0,-0.37,0,0,0,0,2
Silly Monks Entertainment Ltd,Communication Services,Advertising,23.62,-0.14,2.06,4.68,4.72,-0.04,-0.09,1.92,5.86,2.43,0.07,-2362.32,3.2,-155.52,14.73,1.06,0.37,0.88,0,0,0,0,0,0,0.07,0,0.07,0.05,0,0
WINPRO INDUSTRIES LIMITED,Communication Services,Advertising,23.09,-0.84,-0.54,0,-,,-0.41,0,0,4.02,0.01,-82.47,0.7,-155.52,14.73,-,0.37,-0.84,0,0,0,0,0,0,0,0,0.01,0,1,0
Radaan Media Works India Ltd,Communication Services,Movies & TV Serials,21.56,,14.72,15.07,12.31,-2.15,-1.27,0.59,-2.52,0.65,,-46.86,-1.83,-155.52,14.73,1.01,0.37,-,0,0,0,0,0,0,0.1,0,-2.88,0.88,0,2
Sungold Media and Entertainment Ltd,Communication Services,Advertising,20.75,0.17,0.35,46.43,9.52,2.38,0.17,0.07,0.85,98,0,1037.3,1.79,-155.52,14.73,24.7,0.37,0.26,-,0,-,0,-,0,0.01,0,0,0,1,0
Creative Eye Ltd,Communication Services,Movies & TV Serials,17.89,-12,-8.26,-132.12,-121.9,-189.78,-8.77,0.05,0.09,2.78,0.31,-6.88,0.87,-155.52,14.73,13.06,0.37,-6.44,0,0,0,0,0,0,-0.3,0,0.31,0.22,1,0
Unistar Multimedia Ltd,Communication Services,Movies & TV Serials,17.5,10.31,5.42,40.09,2.13,1.29,9.68,2.68,41.09,1.99,0,51.47,1.76,-155.52,14.73,0.67,0.37,9.52,-,0,-,0,-,0,0.21,0,0,0,0,2
Madhya Pradesh Today Media Ltd,Communication Services,Publishing,16.79,6.3,9.9,13.92,22.98,11.63,5.37,0.46,1.35,4.83,0.06,6.64,0.41,-155.52,14.73,0.77,0.37,7.01,0,-,0,-,0,-,-,0,0.06,0.05,1,0
Vivo Collaboration Solutions Ltd,Communication Services,Telecom Services,16.52,-4.88,-4.92,-29.65,-8.41,-10.03,-4.58,0.46,0.5,16.03,0,-24.3,1.21,-155.52,14.73,2.44,0.37,-4.92,0,0,0,0,0,0,7.36,0,0,0,0,0
Padmalaya Telefilms Ltd,Communication Services,Movies & TV Serials,15.79,-1.27,-1.25,30.77,-161.54,-161.54,-1.05,0.01,0.01,5.77,0.02,-75.2,0.96,-155.52,14.73,121.48,0.37,-1.25,0,0,0,0,0,0,-0.07,0,0.02,0.02,0,0
Sab Events & Governance Now Media Ltd,Communication Services,Publishing,15.2,,112.22,14.43,-10.45,-54.23,-18.66,0.34,-0.89,0.28,,-13.95,-12.16,-155.52,14.73,7.56,0.37,-,0,0,0,0,0,0,-0.21,0,-1.58,0.83,0,2
Hathway Bhawani Cabletel and Datacom Ltd,Communication Services,Cable & D2H,14.77,-2.26,-2.16,7.72,4.78,-1.47,-1.56,1.06,-6.11,0.48,0,-369.16,8.44,-155.52,14.73,5.43,0.37,-2.29,0,0,0,0,0,0,-0.07,0,0,0,0,0
Filmcity Media Ltd,Communication Services,Movies & TV Serials,13.88,3.35,3.29,0.5,4.95,4.95,3.04,0.61,0.67,24.38,0,138.79,4.58,-155.52,14.73,6.87,0.37,3.29,0,0,0,0,0,0,-0.01,0,0,0,1,0
DAPS Advertising Ltd,Communication Services,Advertising,13.58,7.15,9.57,-2.95,8.11,5.11,5.78,1.13,1.6,5.68,0.01,12.46,0.87,-155.52,14.73,0.64,0.37,7.26,-,0,-,0,-,0,-,0.15,0.01,0.01,0,1
Sea TV Network Ltd,Communication Services,TV Channels & Broadcasters,11.36,,-145.41,15.77,66.22,63.45,178.72,2.82,-0.84,0.13,,0.37,-0.28,-155.52,14.73,0.24,0.37,-,0,0,0,0,0,0,0.07,0,-0.64,1.65,1,0
Esha Media Research Ltd,Communication Services,Advertising,11.32,,-15.69,-107.14,-50,-57.14,-4.88,0.09,0.38,1.32,,-141.53,-1.55,-155.52,14.73,80.88,0.37,-,0,0,0,0,0,0,0.42,0,-1.07,4.82,1,0
Accord Synergy Ltd,Communication Services,Telecom Services,10.94,2.74,2.52,1.56,2.37,1.25,2.3,1.84,2.42,6.54,0,27.34,0.74,-155.52,14.73,0.34,0.37,2.77,-,0,-,0,-,0,2.49,0,0,0,0,0
Shakti Press Ltd,Communication Services,Publishing,10.84,2.6,5.88,-0.78,19.74,4.14,1.4,0.34,0.95,2.23,0.69,22.57,0.58,-155.52,14.73,0.93,0.37,4.55,0,0,0,0,-0.05,-0.05,0.1,0,0.69,0.37,0,1
Vision Corporation Ltd,Communication Services,Movies & TV Serials,7.89,0.09,0.31,4.34,1.5,0.1,0.06,0.6,16.4,1.06,0.05,394.41,0.34,-155.52,14.73,0.41,0.37,0.08,0,0,0,0,0,0,-0.1,0,0.05,0.03,0,0
Navoday Enterprises Ltd,Communication Services,Advertising,7.21,3.49,4.54,0.09,4.47,2.63,2.35,0.89,1.5,2.33,0,24.02,0.83,-155.52,14.73,0.63,0.37,3.44,0,0,0,0,0,0,0.04,0,0,0,0,0
Ortel Communications Ltd,Communication Services,Cable & D2H,6.75,,-33.31,3.83,5.18,-31.06,-5.71,0.18,-0.27,0.14,,-0.31,-0.1,-155.52,14.73,0.1,0.37,-,0,0,0,0,0,0,-2.82,0,-3.27,0.6,0,2
52 Weeks Entertainment Ltd,Communication Services,Movies & TV Serials,5.34,1.07,1.07,35.71,60.71,60.71,0.85,0.01,0.02,4.86,0.23,31.39,0.34,-155.52,14.73,19.06,0.37,0.87,0,0,0,0,0,0,-0.02,0,0.23,0.18,0,2
Universal Arts Ltd,Communication Services,Movies & TV Serials,4.61,5.39,5.25,89.47,19.47,19.47,5.37,0.28,0.28,695,0,12.45,0.65,-155.52,14.73,2.42,0.37,5.25,0,0,0,0,0,0,0.1,0,0,0,0,1
Purple Entertainment Ltd,Communication Services,Movies & TV Serials,3.95,1.23,5.07,-197.81,59.85,8.76,0.56,0.06,0.09,3.48,1.19,32.93,0.4,-155.52,14.73,2.88,0.37,3.68,0,0,0,0,0,0,0.07,0,1.19,0.51,0,2
City Online Services Ltd,Communication Services,Cable & D2H,3.04,,-483.33,1.68,5.74,-1.77,-2.69,1.52,-3.8,0.59,,-15.18,-8.68,-155.52,14.73,0.27,0.37,-,0,0,0,0,0,0,-0.16,0,-3.91,0.21,0,2
BGIL Films & Technologies Ltd,Communication Services,Movies & TV Serials,2.39,-3.4,-2.8,-604.76,-304.76,-319.05,-2.02,0.01,0.04,7.11,0.06,-3.57,0.12,-155.52,14.73,11.4,0.37,-3.21,0,0,0,0,0,0,-0.13,0,0.06,0.04,1,0
IDream Film Infrastructure Company Ltd,Communication Services,Movies & TV Serials,1.34,,2.36,-300,-200,-400,-1600,4,-0.01,0,,-8.37,-0.31,-155.52,14.73,33.49,0.37,-,0,0,0,0,0,0,-3.1,0,-0.9,389,0,2
Revati Organics Ltd,Communication Services,Movies & TV Serials,1.24,-30.55,-16.15,-61.11,-233.33,-233.33,-14.33,0.06,0.51,2.71,1.21,-2.94,1.06,-155.52,14.73,6.87,0.37,-16.22,0,0,0,0,0,0,-0.21,0,1.21,0.53,0,0
Altius Telecom Infrastructure Trust,Communication Services,Telecom Infrastructure,0,7.37,7.94,43.68,39.8,8.38,2.22,0.26,-7.09,0.5,2.34,0,0,-155.52,14.73,0,0.37,8.09,0,0.81,0,7.25,2.34,3.34,0.93,0,2.34,0.63,0,1
Maruti Suzuki India Ltd,Consumer Discretionary,Four Wheelers,353905.69,16.84,19.72,11.49,15.65,9.23,12.52,1.36,-28.07,0.87,0,26.24,4.13,38.85,6.76,2.42,0.49,15.95,1.12,1.71,-1.3,-1.96,1.39,1.9,98.68,125,0,0,1,1
Mahindra and Mahindra Ltd,Consumer Discretionary,Four Wheelers,324567.96,15.37,14.74,-3.95,19.8,7.91,5.13,0.65,6.55,1.3,1.34,28.8,4.08,38.85,6.76,2.28,0.49,10.08,0.5,0.2,0.24,-0.57,1.45,0.92,29.44,21.1,1.34,0.45,1,1
Tata Motors Ltd,Consumer Discretionary,Four Wheelers,309276.93,43.1,19.37,15.28,14.67,7.06,8.92,1.26,-86.96,0.97,1.15,9.85,3.32,38.85,6.76,0.7,0.49,20.66,0.75,1.09,2.37,1.35,0.36,0.29,14.51,6,1.15,0.29,1,1
Titan Company Ltd,Consumer Discretionary,"Precious Metals, Jewellery & Watches",293474.49,32.83,34.9,3.28,11.29,6.77,11.94,1.76,5.67,1.55,1.65,83.95,31.24,38.85,6.76,5.69,0.49,16.51,0.57,0.74,0.02,-0.79,0.6,1.02,8.06,11,1.65,0.49,1,1
Bajaj Auto Limited,Consumer Discretionary,Two Wheelers,277600.21,26.43,33.39,14.08,22.47,16.55,20.7,1.25,13.14,1.3,0.07,36.01,9.58,38.85,6.76,5.96,0.49,25.16,-0.02,0.33,0.12,-0.21,-0.05,0.22,49.7,80,0.07,0.05,1,2
Trent Ltd,Consumer Discretionary,Retail - Department Stores,257815.5,43.95,40.72,10.09,22.15,11.13,19.51,1.75,9.37,2.02,0.43,173.4,62.84,38.85,6.76,19.29,0.49,31.67,0.83,0.61,-1.25,-0.18,0.2,-0.52,11.04,3.2,0.43,0.24,1,2
Avenue Supermarts Ltd,Consumer Discretionary,Retail - Apparel,255897.53,14.59,18.34,5.39,8.34,4.98,12.91,2.59,12.42,3.13,0.03,100.9,13.69,38.85,6.76,5.02,0.49,13.45,-0.86,-1.34,0.73,1.7,-0.54,-1.1,10.14,0,0.03,0.03,1,1
Hyundai Motor India Ltd,Consumer Discretionary,Four Wheelers,148861.59,39.45,62.9,12.98,14.87,8.5,19.89,2.34,8.65,1.24,0.08,24.56,13.96,38.85,6.76,2.09,0.49,54.08,-,-,-,-,-,-,18.33,-,0.08,0.03,1,1
Samvardhana Motherson International Ltd,Consumer Discretionary,Auto Parts,130213.68,10.33,13.31,7.64,9.55,2.74,3.73,1.36,-90.75,0.97,0.71,47.94,4.61,38.85,6.76,1.31,0.49,9.41,1.05,0.52,0.63,1.06,1.75,1.62,1.47,0.8,0.71,0.24,1,1
TVS Motor Company Ltd,Consumer Discretionary,Two Wheelers,116732.86,25.13,22.11,-3.19,14.28,4.3,4.38,1.02,-44.79,1.02,3.46,69.22,15.54,38.85,6.76,2.97,0.49,10.78,-0.91,-1.16,1.28,1.5,-1.13,-1.25,11.8,8,3.46,0.62,1,0
Bosch Ltd,Consumer Discretionary,Auto Parts,106688.38,21.61,26.37,6.85,20.01,13.62,14.83,1.09,4.24,1.95,0,42.82,8.85,38.85,6.76,5.83,0.49,21.02,-0.12,-1.07,0.23,2.09,-0.02,-1.43,158.09,375,0,0,0,2
Hero MotoCorp Ltd,Consumer Discretionary,Two Wheelers,98176.24,21.64,27.04,12.74,15.33,9.69,14.96,1.54,11.55,1.46,0.03,26.22,5.5,38.85,6.76,2.54,0.49,20.72,0.82,0.55,-0.28,0.66,0.07,-0.82,52.31,140,0.03,0.02,1,1
Indian Hotels Company Ltd,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",97469.52,13.42,14.81,27.84,33.66,18.11,8.92,0.49,9.02,1.54,0.27,77.41,9.62,38.85,6.76,14.02,0.49,11.5,0.18,-2.03,0.25,2.96,0.37,-1.99,1.75,1.75,0.27,0.19,0,2
Tube Investments of India Ltd,Consumer Discretionary,Cycles,86331.73,20.52,27.68,3.81,15.54,6.77,10.28,1.52,7.62,1.63,0.13,71.9,12.8,38.85,6.76,4.87,0.49,16.66,-0.84,-0.46,0.98,0.06,-0.78,-0.09,11.64,3.5,0.13,0.07,1,1
Dixon Technologies (India) Ltd,Consumer Discretionary,Home Electronics & Appliances,84821.96,24.32,25.46,3.3,4.16,2.07,6.3,3.04,117.01,1.02,0.28,230.65,48.99,38.85,6.76,4.79,0.49,20.29,-1.8,-1.62,3.37,4.85,-2.94,-3.87,68.82,5,0.28,0.07,0,2
Kalyan Jewellers India Ltd,Consumer Discretionary,"Precious Metals, Jewellery & Watches",69530.84,15.27,22.3,7.1,7.74,3.21,5.08,1.58,8.25,1.31,1.07,116.4,16.6,38.85,6.76,3.73,0.49,11.25,1.87,2.15,-5.44,-5.37,1.98,2.74,1.73,1.2,1.07,0.35,0,1
Voltas Ltd,Consumer Discretionary,Auto Parts,56180.92,4.44,8.68,5.98,4.63,1.98,2.26,1.14,6.71,1.34,0.13,222.94,9.6,38.85,6.76,4.41,0.49,4.67,-0.98,0.19,3,3.37,-2.95,-3.13,4.05,5.5,0.13,0.06,0,0
Balkrishna Industries Ltd,Consumer Discretionary,Tires & Rubber,55684.05,17.93,20.5,21.21,27.55,14.99,11.31,0.75,12.57,1.27,0.35,37.84,6.29,38.85,6.76,5.67,0.49,13.26,0.8,0.73,-0.89,-0.53,1.02,1.37,17.95,16,0.35,0.23,0,2
UNO Minda Ltd,Consumer Discretionary,Home Electronics & Appliances,55469.97,18.15,21.01,6.86,12.82,6.16,9.7,1.57,19.76,1.23,0.32,63.01,10.54,38.85,6.76,3.88,0.49,14.25,-1.03,-1.87,1.05,2.14,-1.15,-1.97,3.47,2,0.32,0.17,0,2
Schaeffler India Ltd,Consumer Discretionary,Auto Parts,54235.81,19.78,25.07,11.99,19.55,12.19,14.99,1.23,2.8,2.92,0.01,60.33,11.29,38.85,6.76,7.35,0.49,18.61,0.19,-0.93,-0.59,0.76,0.43,-0.76,15.1,26,0.01,0.01,0,2
Fsn E-Commerce Ventures Ltd,Consumer Discretionary,Tires & Rubber,52005.79,2.41,10.03,0,5.87,0.5,1.02,2.02,11.43,1.22,0.76,1612.08,40.6,38.85,6.76,8.11,0.49,5.15,3.71,4.69,-0.35,-0.19,3.56,4.68,0.03,0,0.76,0.29,0,0
MRF Ltd,Consumer Discretionary,Wellness Services,51737.43,13.25,16.45,12.95,17.96,8.17,8.13,1,11.12,1.37,0.17,24.86,3.1,38.85,6.76,2.03,0.49,12.51,1.2,1.52,-0.4,-1.07,0.95,1.11,1346.38,200,0.17,0.11,1,1
Page Industries Ltd,Consumer Discretionary,Apparel & Accessories,48247.64,38.36,45.94,22.3,18.41,11.75,21.18,1.8,5.68,2,0.12,84.77,30.21,38.85,6.76,9.96,0.49,34.46,1.06,2.6,0.29,-0.02,1.41,2.92,148.13,370,0.12,0.07,1,2
Sona BLW Precision Forgings Ltd,Consumer Discretionary,Auto Parts,42569.45,20.32,21.78,21.59,28.59,16.12,14.94,0.93,4.29,2.12,0.15,82.3,15.2,38.85,6.76,13.27,0.49,16.91,1.68,1.82,1.52,0.62,1.45,2.18,2.42,3.06,0.15,0.11,1,2
Jubilant Foodworks Ltd,Consumer Discretionary,Home Electronics & Appliances,38034.11,18.66,12.63,17.16,23.3,6.79,5.95,0.88,-10.66,0.6,1.88,95.24,16.96,38.85,6.76,6.47,0.49,10.65,0.47,4.89,0.62,-2.23,0.49,4.33,0.89,1.2,1.88,0.52,1,1
Blue Star Ltd,Consumer Discretionary,Restaurants & Cafes,37193.66,21.03,22.52,2.97,7.32,4.26,6.88,1.61,12.33,1.3,0.09,89.63,14.24,38.85,6.76,3.82,0.49,16.57,-0.82,-2.09,1.01,2.14,-0.72,-1.84,8.21,7,0.09,0.04,1,0
Brainbees Solutions Ltd,Consumer Discretionary,Textiles,33996.18,-6.86,-3.58,-0.64,2.51,-4.17,-3.84,0.92,4.01,1.95,0.38,-123.96,8.97,38.85,6.76,5.17,0.49,-3.05,-,8.87,-,9.07,-,-71.13,-1.28,-,0.38,0.19,0,0
Ola Electric Mobility Ltd,Consumer Discretionary,Two Wheelers,33280.33,-72.42,-37.5,-12.07,-19.84,-30.22,-23.81,0.79,9.22,1.01,1.34,-21.01,16.48,38.85,6.76,6.35,0.49,-29.55,-,-,-,-,-,-,-0.95,-,1.34,0.35,0,0
Endurance Technologies Ltd,Consumer Discretionary,Auto Parts,32935.5,14.49,16.68,10.24,13.69,6.59,9.28,1.41,7.37,1.69,0.15,48.4,6.62,38.85,6.76,3.19,0.49,12.59,-0.64,-0.56,0.88,1.74,-0.78,-1.87,14.49,8.5,0.15,0.1,0,2
Aditya Birla Fashion and Retail Ltd,Consumer Discretionary,Retail - Apparel,32710.14,-15.57,0.85,9.42,12.41,-4.41,-3.26,0.74,264.58,1.01,2,-52.08,6.93,38.85,6.76,2.3,0.49,2.21,0.47,0.93,-0.3,0.18,0.31,-0.07,-1.6,0,2,0.43,1,0
Vedant Fashions Ltd,Consumer Discretionary,Footwear,32662.03,27.6,27.76,33.61,50.64,28.82,17.72,0.62,1.47,3.73,0.28,78.86,20.39,38.85,6.76,22.73,0.49,22.41,0.68,0.36,0.48,1.39,-0.31,-1.07,2.75,8.5,0.28,0.18,1,2
Metro Brands Ltd,Consumer Discretionary,Retail - Apparel,32212.37,23.79,19.01,24.31,31.74,16.99,13.18,0.78,2.23,3.34,0.58,78.09,17.02,38.85,6.76,13.27,0.49,16.43,1.45,1.04,0.34,0.7,1.4,0.98,2.56,5,0.58,0.33,1,2
Apollo Tyres Ltd,Consumer Discretionary,Tires & Rubber,31602.62,13,15.47,13.47,17.8,6.74,6.36,0.94,18.06,1.28,0.35,18.35,2.27,38.85,6.76,1.24,0.49,11.96,-0.56,1.91,0.09,-3.61,0.43,3.58,4.76,6,0.35,0.18,1,1
KPR Mill Ltd,Consumer Discretionary,Textiles,31108.49,19.97,23.33,11.06,21.28,13.14,14.05,1.07,3.31,2.89,0.27,38.63,7.14,38.85,6.76,5.08,0.49,15.95,2.35,2.45,0.6,0.96,2.42,2.54,5.95,5,0.27,0.2,0,2
Aditya Birla Real Estate Ltd,Consumer Discretionary,Textiles,29789.78,1.24,3.44,-6.9,9.86,1.11,0.53,0.48,3.03,1.7,0.61,589.55,7.28,38.85,6.76,6.52,0.49,1.3,0.14,-0.95,0.9,1.95,0.14,-0.64,0.23,5,0.61,0.24,1,0
Sundram Fasteners Ltd,Consumer Discretionary,Auto Parts,27983.85,16.11,19.64,10.29,16.45,9.12,10.85,1.19,5.49,1.86,0.19,53.64,8.13,38.85,6.76,4.89,0.49,13.54,1.72,2.1,0.11,0.67,1.65,1.71,6.75,6.85,0.19,0.13,1,1
TVS Holdings Ltd,Consumer Discretionary,Auto Parts,26959.28,10.41,9.93,-2.15,9.47,1.99,1.91,0.96,-15.71,0.67,3.75,33.68,3.86,38.85,6.76,0.67,0.49,2.41,-0.19,-0.84,0.09,0.3,-0.16,-0.88,137.54,94,3.75,0.59,1,1
ZF Commercial Vehicle Control Systems India Ltd,Consumer Discretionary,Auto Parts,26503.59,15.63,19.2,4.93,16.91,10.39,12.69,1.22,2.13,4.85,0,65.21,9.5,38.85,6.76,6.78,0.49,14.75,-0.19,4.94,0.39,1.89,-0.16,5.26,52.42,17,0,0,0,2
